userName,score,at,content
zizars zieco,5,2022-12-08 12:15:28,"Saya sudah pakai provider ini hampir 10 tahun karna liat kelebihan"" di xl ni. Tapi kenapa pengguna lama seperti saya hanya sedikit mendapatkan promo kuota di my xl atwpun di dial *123#. Padahal saya liat adik saya trmsk nomer baru yg transaksinya hanya sebulan sekali. Diskonnya bisa sampe 80%. Sedangkan saya transaksi bisa 5x dari sebulan. Hanya bisa dapet promo20% saja itu pun di paket yang harganya tinggi. Bahkan 2 bulan terakhir saya tidak mendapat haraga promo sama skali. Di paket internet."
Misfir Alkatiry,1,2022-12-08 11:53:21,"udah benar, CS call nya, kl kita ada masalah bisa langsung telp, ini di ubah chat live sama aplikasi, jadinya error. yang di maksud lain, di jawab lain. udah gitu oper ke agen lain, udah nunggu lama, ga ada respon.... kembalikan CS call nya, biar kita langsung ngomong sama CS, bukan aplikasinya, jadi permasalahan kita bisa di atasi. bintang 1 aja. mengecewakan sekali"
banyu segara Pantura,3,2022-12-08 11:21:42,"Dapet sms utk klaim bonus di my xl, tapi saat di menu klaim bonus, tidak ada bonusnya. Kartu 1 nya juga sama, aku isi xtra combo, biasanya dapat bonus unlimited turbo, tapi di menu klaim bonus gak ada.. Tolong diperbaiki.."
Vida,1,2022-12-08 10:52:50,"Aplikasi sering error, bonus aplikasinya tiba² ngga ada, padahal waktu beli ada, sinyal juga sering ilang"
Hana Binti Sa'adah,3,2022-12-08 10:22:20,Mohon maaf. Untuk redeem bonus di redemption centre dari pembelian paket tidak tersedia padahal tulisannya sudah bisa diambil. Saat di klik tidak ada bonus yg di redeem. Mohon perbaiki🙏🙏
Maretha Seftiana Putri,1,2022-12-08 10:08:49,"Pas saya beli pulsa ada notif kalo saya dapat bonus kuota, kok nggak muncul di aplikasi myxl. Tolong diperbaiki dongg!!!!! Pas banget abis di update apk nya, malah kejadian kek gini, hadehhh udah kepalang seneng dapet bonus.."
siti nur,1,2022-12-08 10:02:50,gimaana mau masuk nya apk banyak kesalahannya .dari dua hari yg lalu gak pernah bsa masuk jgn kan masuk daftar aja gak pernah bsa .sebelum daftar bres apk suka keluar sendiri
Vivi Soviati,1,2022-12-08 08:05:12,"Hari ini ada perpanjangan paket otomotis tapi cuman asuk kuota utama sama kuota lokal nya aja, kuota aplikasi pilihan engga ada, bonus reward engga ada, bonus pengaktifan paket ada sms tapi diliat di my xl nya ga ada, terus yang sttus my reward kan gold kalo transaksi 20.000 lebih berapa gitu bakal naik jadi platinum tapi pas udah transaksi paket lebih dari 100 rb ko ga naik status nya. Ini lagi eror atau gimana sih?"
Alexio Ghibran,1,2022-12-08 06:29:33,"Aplikasi jelek banget jangan mau deh pake ini, pertama pake bagus sih tapi setelah update malah susah dapat bonus diklaim gak bisa, liat kuota juga gak bisa kadang error gtau knp ini emang jelek bikin emosiii aja ni apk gua hapus lu .."
axelino senduk,1,2022-12-08 06:11:35,Desain apl terus yang di utamakan jaringan lemotnya ngk ngotak ngk pernah di perbaiki mau buka apl online apa?larinya cuma 14-50kb buka fb lite aj pandingnya bukan main.4G hanyalah angka dan huruf tidak menentukan kualitas jaringannya parahhhhh....lu t43kkkk
Halim Saputra,1,2022-12-08 06:08:46,Sungguh ku akui apk ini sangat sulit di buka. Sudah kucoba dgn WiFi dan seluler tapi apk ini tetap bertahan muter² doang. Satu hari ini aku belum berhasil membukanya. Salut
Jayadi Burhanx,5,2022-12-08 06:00:15,Banyak banget bug nya. Juga susah untuk membeli paket perpanjang masa aktif kartu xl. Kalo masalah signyal pasti pass hujan gk ada sinyal
Adachi Nolife,1,2022-12-08 05:51:00,Kouta makin mahal tpi sinyal mkin parah/nge lagg.beli pulsa dpet kouta malah g masuk koutanya. Hubungi XL-Care malah berbelit belit di suruh menunggu tpi g ad balasan pas keluar di refresh aplikasinya malah sesi percakapan berakhir :( Parah dh!!!!!
A,1,2022-12-08 05:42:26,"Aplikasi my XL sudah pindah tangan kah? Sekarang jadi lempt banget, nama di home page berbeda, sudah bangkrut kah? Event my reward saya turun dari platinum ke gold sangat merugikan sekali bagi pengguna internet berat. Sangat disayangkan sekali untuk xl"
Dark Tember,1,2022-12-08 05:42:04,"Aplikasi lemot, kurang simpel, kebanyakan menu, harusnya di buang aja yang gak penting2. Jaringan sering eror. Sering hilang juga kalo mati lampu dari xlnya... Gak ngerti lagi provider indo udah mah ngasih layanan gak maksimal. Ditambah gak becus"
riko junior,1,2022-12-08 05:01:21,"Udah sekian tahun pake myXL, tapi semenjak update kesini-sini, bukanya tambah bagus malah tambah jelek suka error, dapet bonus setalah di cek bonus gak ada, paket xtra combo yang 59rb sering ilang,.. bukanya membantu malah merugikan!"
Eris Ecoracing,1,2022-12-08 05:00:30,Sangat sangat buruk pelayanan dan penanganan yg lambat data masih banyak tapi ga bisa di pake stausnya harus menunggu dan menunggu sedang di tindak lanjuti padhal kalau ga bisa mah ga usah di urus biar di buang aja kartunya ribet amat pertama pake xl kecewa parah buat yg belum pake saya sarankan pake oprator lain rugi yg ada kalau pake XL
Vannes Christian,4,2022-12-08 04:41:34,"Apk nya udah bagus sih, cuma ada beberapa kendala di bagian beli paket kadang kadang saat membeli paket, paket nya gak masuk... Dan juga untuk di bagian top up game terutama game free fire tolong tambahkan membership bulan dan mingguan jangan diamond doang, nnti kalau ada kan enak top up nya di myxl... Nnti kasih bintang 5 deh kalau di update jadi ada membership di top up free fire😀"
Ni Ketut Sri Agustini,3,2022-12-08 04:25:01,"Gimana sih xl sekarang biasanya dapet bonus setiap pembelian kuota,tapi sekarang udh ngak,padahal udh dari zaman 2017 pkek xl,ada dengan xl sekarang?,bener-bener rusak parah XL sekarang,tolong dong diperbaiki,nama aplikasi berubah setelah diupdet,padahal udah suka banget pakek xl dari dulu,udah live chat jawabanya gitu2 aja,ngak ada perubahan,,,!!"
Komang Sadra,1,2022-12-08 04:04:50,"Kenapa aplikasi ini semakin parah ,mau buka app aja lama sekali ,semoga ada solusi agar penggunanya tidak ada kendala untuk mengakses ke app lainnya."
steven keyla,2,2022-12-08 03:47:58,Maaf ya kasih bintang 2 dulu. Di karenakan setelah update aplikasinya kok gak bisa di buka ya Padahal udah update. Mungkin ini dulu mudah mudahan setelah update yang berikutnya aplikasi nya adak nggak nge bug lagi 👋👋
Mutia Puspa Seruni,1,2022-12-08 03:27:30,"Parah sudah di uninstall dan install berkali2 tetap saja aplikasi lemot, nama juga berubah menjadi feature_refferal, dan bonus tidak bisa di reedem 👎👎👎👎"
Yulia Al Qorni,1,2022-12-08 02:58:03,"Aplikasi my XL sangat lemot, eror terusss. Voucher gabisa di klaim. Sudah ke gerai tapi jawaban tidak memuaskan. Super gak jelas amat. Cukup sekali deh pakai kartu ini. Thanks"
Kimz Elnine,3,2022-12-08 02:54:20,"Nama MyXL berubah jadi feature_referral Abis isi pulsa biasanya dpt kuota bonus isi pulsa,,tapi ini ga dapet,,pada ada notifikasi ambil bonus kuota isi ulang pulsa,,tapi dibuka ga ada..tolong kerjasamanya.."
Santi Apriani,5,2022-12-08 02:47:58,"Kenapa iya udh download aplikasi xl tpi nggak ada d layar menu , heran . Jd klo pengen buka aplikasi harus ke play store dulu.. solusi nya dong.."
Muhammad Romadhoni Al Gifhari (Gii),1,2022-12-08 02:43:50,"Bug belum di perbaiki, sekarang tiba tiba terjadi pemotongan pulsa dengan nominal lebih dari Rp.50.000.00 padahal saya belum melakukan transaksi lain selain pengisian pulsa. Saya melakukan pengisian pulsa tanggal 07-12-2022 dan sekarang tanggal 08-12-2022 pulsa saya sudah hilang lebih dari Rp.50.000.00,, tolong perbaiki masalah ini karena saya sudah cukup lama dan percaya dengan XL namun sekarang semua runtuh,, saya harap ada tanggapan secepatnya"
Dedi kjs bersatu,1,2022-12-08 02:17:19,"Super lelet,, nyebelin, di bikin lama nungguin buka app xl inih,, payah, butuh setengah jam kalih,, bikin batre cepet abis,, tolong perbaiki dong app xl jangan kaya ginih,, biang lemot"
Shella Fiiana,1,2022-12-08 02:04:29,"Aplikasi udah lemot parah Tidak bisa dibuka muter"" terus Diperbarui juga sama Sampe aku hapus instal lagi ttep ga bisa buka muter"" terus Tolong diperbaiki"
Aldi Boss,2,2022-12-08 02:03:49,Dapet sms buat ambil bonus karena isi ulang tapi pas masuk aplikasi myxl ko ga ada ya bonusnya?? Trus knapa nama aplikasinya jadi berubah bukannya MYXL malah feature_rfere gtu??? Padahal udah reinstal loh
Firdaus Saputra,2,2022-12-08 01:52:27,"Knp setelah update berubah nama aplikasi nya ,dan saat membuka aplikasi agak lemot dan setelah d update dan utk aplikasi nya lumayan berat"
Budhy Evhan,1,2022-12-08 01:38:57,"Bulan pertama paketan hemat, bulan kedua semakin boros kaya provider T. Jaringan pun lelet kek keong. Beli pulsa 50k di pake buat beli kuota di aplikasi 23.500, sisa 26.500 raib tak tersisa padahal kuota masih 1,5gb."
Tito Panjaitan,1,2022-12-08 01:08:37,"Pada tanggal 4 des, pulsa saya kepotong secara misterius sekitar 80 ribuan. Histori pemakaian dan keluar pulsa tidak ada.. Saya sudah telpon ke cs xl sbanyak 3x. Tp responnya selalu disuruh nenunggu sebanyak 1 x 24 jam.. Apakah xl selalu seperti ini ya ???"
Muhammad Iqbal,2,2022-12-08 00:49:23,"Bonus kuota sering gak ada padahal udh dpt sms ada bonus, appsnya sering gangguan, jumlah kuota yg tertera di aikasi gak sesuai saat paket dibeli, contoh : xtrac combo mini 11.5gb pas dibeli cuman dpt 9gb, nama aplikasi berubah jadi feauter_referral, tolong diperbaiki ya."
Hairil Azwar,2,2022-12-08 00:21:16,"XL makin kesini makin kesana makin ngelunjak, padahal Kouta banyak sinyal ada tapi jaringan hilang mangsudnya gimana sih giliran nonton Vidio lancar tanpa hambatan giliran main game langsung hilang jaringan seperti dia yang menghilang tiba-tiba tanpa sebab, tolonglah diperbaiki kak/mas/mbak saya capek main game pas war jaringan tiba-tiba hilang, rasanya seperti anda menjadi Ironman, terimakasih 🙏"
hasanah hasanah,2,2022-12-08 00:18:13,"Makin kesini xl makin gak karuan Yang tadi nya kalo isi pulsa dapat kuota gratis bisa di pake,,sekarang malah gak bisa di pake Jaringan nya pun kurang bagus"
aulia vicky dayanti,1,2022-12-07 23:57:38,"Aplikasinya parah banget, gak bisa digunain. Loadingnya lama banget, padahal kuota baru beli. Bukannya bikin mudah malah bikin susah."
Amarmarekar Marekar,1,2022-12-07 23:28:10,"Setelah di-update kepersi terbaru aplikasinya semangkin parah lemot banget mo masuk aja selalu gagal, susah banget."
triono darmawan,2,2022-12-07 22:46:30,"sy turunkan jadi bintang 2 setelah update makin lemot, pindah menu lelet banget patah patah, harga paket juga kadang tidak jelas harga berubah rubah, hanya sinyal yang bagus bintang 5"
musa yakuza,1,2022-12-07 18:45:30,"Hari ini sinyal down seharian, udah lapor cs gak ada perubahan. Biasanya cuma 1 bar gak bisa 4g+, parah bgt dah sinyalnya Aplikasi bug, nama berubah. Gmn ini neh?"
Acik Max,1,2022-12-07 16:53:46,"Maaf saya ganti bintang 1, sejak update nama berubah, tidal myxl lagi. Trus saya beli paket bonus kuota yg biasanya tidak ada lagi. Aplikasi juga berat, sering keluar sendiri dan susah di buka."
Kinghot Parhusip,1,2022-12-07 16:45:04,"Sebelum nya pulsa saya masih ada, kuota juga masih banyak dan masa aktif juga masih lama tapi kok pulsa saya jadi habis ya padahal gak ada kepake Tolong pihak XL perbaiki ini atau setidak nya jaringan nya di bagusin deh biar gak lemot Terima kasih🙏"
Dhian Fm,1,2022-12-07 14:57:48,Sumpah yaah ini aplikasi gak ngebantu banget ada live chat diapknya tapi gak ngebantu sama sekali .. setiap komplain masalah paketan tapi gak ada solusinya gak kelar kelr selalu terputus !! Tolong dong diperbaiki lagi
Ajie Nuswantara,1,2022-12-07 14:52:16,"Aplikasi ga guna, buka aplikasi aja 2 menit. Menu pilihan chat live ga ada solusi. Sia sia download ujung ujungnya update mulu tapi jaringan sama pelayanan gg banget, malah bikin batre hp panas. Uninstall apk daripada buang kuota"
Rafli Nurhidayat TKRO 3,1,2022-12-07 14:46:52,"Untuk XL yang tidak saya hormati Saya selaku pengguna XL ingin menyampaikan kendala jaringan dimana jaringan internet saya selalu E dan jika jaringan internet berubah menjadi LTE itu seperti LTE palsu, mengapa palsu?di pojok kanan atas telepon pintar saya tertulis 4G tapi saat saya mencoba menggunakannya untuk membuka sosmed, search engine, dan game itu tidak bisa padahal paket internet saya masih ada, tolong untuk pihak XL segera perbaiki kendala jaringan yang saya sampaikan sekian terima kasih"
Yusril Dragneel,1,2022-12-07 14:31:10,Setelah di update jadi lemot parah mau cek kuota juga jadi gak bisa nama aplikasi nya juga beda bukan my XL tapi jadi feature_referral
Rourin Kenshin,2,2022-12-07 13:45:05,"App rusak/error/gimana? setelah update nama app berubah jadi feature_referral terus beli paket 94gb yang masuk cuma 88gb. Terus bonus pembelian paket sama fitur membership hilang, padahal sedikit lagi naik member platinum. Solusinya bagaimana ini?"
Arif tri Tri,1,2022-12-07 13:25:24,Jaringan TIDAK BERMUTU !!! @XL jaringan macam apa yang digunakan saya akan pindah menggunakan jaringan yang lebih BERMUTU ...saya menjadi pelanggan yang sangat kecewA....setiap saya menggunakan kuota selalu lag dan lag ..
David Maulana,1,2022-12-07 12:59:56,"kenapa ya ini?? habis update kok malah banyak yg gabisa padahal mau isi kuota!! dan nama aplikasinya jg berubah, tolong lah di fix kan ini permasalahannya"
Adit Donovan,1,2022-12-07 12:47:35,"Harga elit, aplikasi sulit. Sering crash, mau bayar sulit. Sinyal oke, spek hp oke. Serba sulit, rekrut pengembang aplikasi yang bagus dong ah. Cari untung mulu, layanan aplikasi ga berbenah dari dulu"
Rama Lutfi,5,2022-12-07 12:07:13,"XL axiata sangat bagus 😎, nelpon sepuasnya, jaringan cepat👍, dan beli kuotanya murah, aku beli 30-20 gb setiap minggu nya😋🙈, pokoknya XL adalah paket terhebat di dunia😜😌"
Diyo Prayogo7,1,2022-12-07 12:01:29,"Sinyal mana sinyal, gak ada sinyal, yang katanya sinyalnya bagus bisa Internetan dimana pun kapan pun mana nih. Sering bermasalah nih aplikasi"
yuni adenium,1,2022-12-07 11:46:53,"Live Chat dgn CS XL ribet, dimintain tolong aktivasi VoLTE tidak ngerti, tidak paham inti keluhan pelanggan kenapa ikon logo VoLTE XL tidak muncul..malah device pelanggan dibilang tidak support VoLTE, jelas2 colok kartu Smartfren & Indosat muncul ikon logo VoLTE..jaringan juga cuma 1-2 bar, payah lemah, kapok !!"
arizra ar,1,2022-12-07 11:38:20,"Ini aplikasi nambah lama bukannya nambah bagus/Mudah, ini malah gajelas nama apk berubah, udh ikutin cara yg d kasih tau masih sama aja gak bisa kerubah"
Rendi Iswandiono (Dion),1,2022-12-07 10:22:59,"Kecewa sama aplikasi ini, saya merupakan pengguna setia xl, hampir setiap kali ada update aplikasi MyXL, langsung saya update, tp utk kali ini kecewa, setelah update aplikasi berubah nama dan susah diakses"
lutfi akbar maulana,5,2022-12-07 09:09:29,"Kalo musim hujan sering terjadi gangguan,hilang sinyal, nah pas setiap lagi hilang sinyal saya menghubungi myxlCare terus di cek katanya tidak ada masalah, padahal sinyalnya hilang dan di sekitar saya juga semuanya yang menggunakan xl sinyalnya juga hilang semua. Sebenarnya di daerah saya untuk kecepatannya udah bagus bgt, tapi sayang sering bagt terjadinya gangguan, apalagi kalo musim hujan, gangguan pernah sampe 2 hari"
X.2 Adriel,1,2022-12-07 08:56:07,"Sinyal hilang terus. Di rumah selalu E/gk ada sinyal sama sekali... Kepakainya cuman di sekolah, itu juga lemot padahal 4g+. Aplikasinya juga sering ngebug, masa namanya feature_referral sama pernah ngebug membershipnya gk naik padahal udah lebih."
Azwir Hia,1,2022-12-07 08:33:20,"😎Horor banget nih..setelah aktifasi kartu XL Prio Gold lgs dapat telpon/chat dari orang tidak dikenal, aromanya kartu yg sy terima pernah aktif sebelumnya. 😏Jaringan/Data tidak BAIK, Tdk mulus nonton Apl.Vidio/Ytube (banyak berhenti dgn durasi cukup lama), bahkan vidio di FB aja tidak afdhal kalau tidak berheti😷Saya tidak merekomendasikan keluarga mengikuti jajakku,cukup saya saja!!"
rez rez,1,2022-12-07 06:16:58,"1. Untuk jaringan jangan ditanyakan lagi, Sangat Tidak Stabil dan jauh dari kata Bagus , pantaslah kalah saing oleh produk Telkomsel. 2. Aplikasi myxl yang saat ini menjadi feature_referal juga sangat lemot, susah dibuka . Mungkin terlalu besar ukurannya atau emang aplikasi nya error. 3. Mau Sampai kapan XL begini terus? Mikirr and Move Up"
Gemilang Rifael,1,2022-12-07 05:46:33,Saya sebagai pengguna xl lama kecewa. Sekarang sinyal jadi lebih lemot. Untuk buka sosmed sangat sangat lemot. Mohon untuk pihak xl untuk memperbaiki peningkatan koneksi jaringan. Dan juga aplikasi ini kenapa selalu gagal untuk scan voucher data? Tolong diperbaiki lagi aplikasi ini masih banyak errornya!!
Ewa Suswita,2,2022-12-07 05:41:42,"Kenapa ya ketika aku login gk bisa padahal nomor xl nya udah ku masukkin dan nomornya juga udah bener tidak bisa lanjut login,tolong dong dibenerin saya ketika top up xl nya nonaktif dan disuruh perbarui tapi sms tidak terkirim maksudnya apa ya,dan juga terjadi gangguan terus ketika mau login ke prabayar,mohon dibenerin ya,"
Wong Sakti,1,2022-12-07 05:20:35,"Signal butut, letoy.. tidak ada jaringan mulu kaya jaman prasejarah. Quotanya besar tenaganya loyo. Parah sangat.. sama dengan ngeprank."
Ibnu Abdillah,1,2022-12-07 04:48:16,"Sudah 3 hari paketan blm masuk atau krna ada nya bug saya gak tau. Hingga sekarang saya gak bisa mengajukan keluhan kemana pun karna kuota nya gak ada. Tolong bug atau hal lainnya di perbaiki atau kasih solusi buat saya, percuma anda balas dengan uninstal aplikasi atau mengajukan keluhan lewat mana pun karna kuota saya gak masuk dan juga aplikasinya suka error jdi gak masuk kadang harus nunggu seharian baru bisa masuk besok begini lagi kuota saya juga gak ada perubhaan."
KING Channel,5,2022-12-07 04:01:00,"Selama ini puas sih sama pelayanan XL tapi udh beberapa minggu ini sering banget gangguan. Jaringan 4G tapi buka sosmed gak bisa sama sekali. Dan itu sering terjadi tiba² mengganggu banget, mohon di perbaiki lagi🙏"
Han Bin,1,2022-12-07 03:54:46,"Kemarin saya ambil diskon kuota di cek pulsa, beli yg pertama dicek pulsa masuk jadi mutusi buat beli lagi tapi melalui apk xl nya ehhh malah yg kedua lenyap dimakan xl_- 27k lumayan loh pak. Jadi tolong dikembalikan uang cust kalau emang gak bisa diklaim 2x pembelian promonya 🙏 Sungguh kecewa sih"
Gusty putra biyunge,2,2022-12-07 03:08:11,Sinyalnya semakin buruk/lemot tolong diperhatikan jgn hanya custumer diminta update terus aplikasi tp kualitas sinyal buruk apalagi didaerah paket data tdk berguna krn sinyal hilang.. Update versi terbaru malah susah dibuka bgmana ini....??
